Folder,Sub-folder,File,Current Squiz link,New squiz link
,,Face to face interview.png,https://www.deakin.edu.au/__data/assets/image/0011/2739359/Face-to-face-interview.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Face-to-face-interview.png
,,Forms.png,https://www.deakin.edu.au/__data/assets/image/0003/2739360/Forms.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Forms.png
,,get ahead - boats (pexels).jpeg,https://www.deakin.edu.au/__data/assets/image/0004/2739361/get-ahead-boats-pexels.jpeg,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/get-ahead-boats-pexels.jpeg
,,Goal Setting.png,https://www.deakin.edu.au/__data/assets/image/0005/2739362/Goal-Setting.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Goal-Setting.png
,,Going up.png,https://www.deakin.edu.au/__data/assets/image/0006/2739363/Going-up.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Going-up.png
,,Graduate.png,https://www.deakin.edu.au/__data/assets/image/0007/2739364/Graduate.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Graduate.png
,,Graduation.png,https://www.deakin.edu.au/__data/assets/image/0008/2739365/Graduation.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Graduation.png
,,Group video interview.png,https://www.deakin.edu.au/__data/assets/image/0009/2739366/Group-video-interview.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Group-video-interview.png
,,hands-typing (pexels).jpg,https://www.deakin.edu.au/__data/assets/image/0010/2739367/hands-typing-pexels.jpg,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/hands-typing-pexels.jpg
,,Health professionals team.png,https://www.deakin.edu.au/__data/assets/image/0011/2739368/Health-professionals-team.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Health-professionals-team.png
,,Hello.png,https://www.deakin.edu.au/__data/assets/image/0012/2739369/Hello.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Hello.png
,,Helping hand.png,https://www.deakin.edu.au/__data/assets/image/0004/2739370/Helping-hand.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Helping-hand.png
,,help-life ring (pixabay).jpg,https://www.deakin.edu.au/__data/assets/image/0005/2739371/help-life-ring-pixabay.jpg,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/help-life-ring-pixabay.jpg
,,High five.png,https://www.deakin.edu.au/__data/assets/image/0006/2739372/High-five.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/High-five.png
,,Hired.png,https://www.deakin.edu.au/__data/assets/image/0007/2739373/Hired.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Hired.png
,,Hiring.png,https://www.deakin.edu.au/__data/assets/image/0008/2739374/Hiring.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Hiring.png
,,Hospital.png,https://www.deakin.edu.au/__data/assets/image/0009/2739375/Hospital.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Hospital.png
,,Idea.png,https://www.deakin.edu.au/__data/assets/image/0010/2739376/Idea.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Idea.png
,,In progress.png,https://www.deakin.edu.au/__data/assets/image/0011/2739377/In-progress.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/In-progress.png
,,Inbox.png,https://www.deakin.edu.au/__data/assets/image/0012/2739378/Inbox.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Inbox.png
,,Industry Research.png,https://www.deakin.edu.au/__data/assets/image/0004/2739379/Industry-Research.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Industry-Research.png
,,Informational Interview.png,https://www.deakin.edu.au/__data/assets/image/0005/2739380/Informational-Interview.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Informational-Interview.png
,,informational-interview-300x198.png,https://www.deakin.edu.au/__data/assets/image/0006/2739381/informational-interview-300x198.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/informational-interview-300x198.png
,,Interview.png,https://www.deakin.edu.au/__data/assets/image/0007/2739382/Interview.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Interview.png
,,Job hunt.png,https://www.deakin.edu.au/__data/assets/image/0008/2739383/Job-hunt.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Job-hunt.png
,,jobs ad - we are hiring (pixabay).jpg,https://www.deakin.edu.au/__data/assets/image/0009/2739384/jobs-ad-we-are-hiring-pixabay.jpg,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/jobs-ad-we-are-hiring-pixabay.jpg
,,Keywords.png,https://www.deakin.edu.au/__data/assets/image/0010/2739385/Keywords.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Keywords.png
,,Learning.png,https://www.deakin.edu.au/__data/assets/image/0011/2739386/Learning.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Learning.png
,,Light bulb.png,https://www.deakin.edu.au/__data/assets/image/0012/2739387/Light-bulb.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Light-bulb.png
,,login.png,https://www.deakin.edu.au/__data/assets/image/0004/2739388/login.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/login.png
,,Master copy.png,https://www.deakin.edu.au/__data/assets/image/0005/2739389/Master-copy.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Master-copy.png
,,Medicinal Imaging.png,https://www.deakin.edu.au/__data/assets/image/0006/2739390/Medicinal-Imaging.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Medicinal-Imaging.png
,,Navigation.png,https://www.deakin.edu.au/__data/assets/image/0007/2739391/Navigation.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Navigation.png
,,non-linear-careers-infographic.png,https://www.deakin.edu.au/__data/assets/image/0008/2739392/non-linear-careers-infographic.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/non-linear-careers-infographic.png
,,Notebook.png,https://www.deakin.edu.au/__data/assets/image/0009/2739393/Notebook.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Notebook.png
,,Office 2.png,https://www.deakin.edu.au/__data/assets/image/0010/2739394/Office-2.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Office-2.png
,,Office.jpg,https://www.deakin.edu.au/__data/assets/image/0011/2739395/Office.jpg,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Office.jpg
,,Onboarding.png,https://www.deakin.edu.au/__data/assets/image/0012/2739396/Onboarding.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Onboarding.png
,,Online world.png,https://www.deakin.edu.au/__data/assets/image/0004/2739397/Online-world.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Online-world.png
,,oqmzwnd3thu-helloquence.jpg,https://www.deakin.edu.au/__data/assets/image/0005/2739398/oqmzwnd3thu-helloquence.jpg,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/oqmzwnd3thu-helloquence.jpg
,,pen-idea-bulb-paper.jpg,https://www.deakin.edu.au/__data/assets/image/0006/2739399/pen-idea-bulb-paper.jpg,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/pen-idea-bulb-paper.jpg
,,People search.png,https://www.deakin.edu.au/__data/assets/image/0007/2739400/People-search.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/People-search.png
,,People talking.png,https://www.deakin.edu.au/__data/assets/image/0008/2739401/People-talking.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/People-talking.png
,,Personal goals.png,https://www.deakin.edu.au/__data/assets/image/0009/2739402/Personal-goals.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Personal-goals.png
,,pexels suit.jpg,https://www.deakin.edu.au/__data/assets/image/0010/2739403/pexels-suit.jpg,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/pexels-suit.jpg
,,pexels-business.jpeg,https://www.deakin.edu.au/__data/assets/image/0011/2739404/pexels-business.jpeg,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/pexels-business.jpeg
,,pexels-photo-221310.jpeg,https://www.deakin.edu.au/__data/assets/image/0003/2739405/pexels-photo-221310.jpeg,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/pexels-photo-221310.jpeg
,,pexels-photo-262488.jpeg,https://www.deakin.edu.au/__data/assets/image/0004/2739406/pexels-photo-262488.jpeg,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/pexels-photo-262488.jpeg
,,Phone call.png,https://www.deakin.edu.au/__data/assets/image/0005/2739407/Phone-call.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Phone-call.png
,,Phone support.png,https://www.deakin.edu.au/__data/assets/image/0006/2739408/Phone-support.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Phone-support.png
,,Problem solving.png,https://www.deakin.edu.au/__data/assets/image/0008/2739410/Problem-solving.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Problem-solving.png
,,Programming-pana.png,https://www.deakin.edu.au/__data/assets/image/0009/2739411/Programming-pana.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Programming-pana.png
,,Questions.png,https://www.deakin.edu.au/__data/assets/image/0010/2739412/Questions.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Questions.png
,,Recommendations.png,https://www.deakin.edu.au/__data/assets/image/0011/2739413/Recommendations.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Recommendations.png
,,Research.png,https://www.deakin.edu.au/__data/assets/image/0003/2739414/Research.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Research.png
,,Resume Review.png,https://www.deakin.edu.au/__data/assets/image/0004/2739415/Resume-Review.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Resume-Review.png
,,Resume.png,https://www.deakin.edu.au/__data/assets/image/0005/2739416/Resume.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Resume.png
,,Reviewing candidates.png,https://www.deakin.edu.au/__data/assets/image/0006/2739417/Reviewing-candidates.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Reviewing-candidates.png
,,Reviewing Profiles.png,https://www.deakin.edu.au/__data/assets/image/0007/2739418/Reviewing-Profiles.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Reviewing-Profiles.png
,,Search.png,https://www.deakin.edu.au/__data/assets/image/0008/2739419/Search.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Search.png
,,Signing a contract.png,https://www.deakin.edu.au/__data/assets/image/0009/2739420/Signing-a-contract.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Signing-a-contract.png
,,Skills.png,https://www.deakin.edu.au/__data/assets/image/0010/2739421/Skills.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Skills.png
,,Social Media.png,https://www.deakin.edu.au/__data/assets/image/0011/2739422/Social-Media.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Social-Media.png
,,Soft skills.png,https://www.deakin.edu.au/__data/assets/image/0003/2739423/Soft-skills.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Soft-skills.png
,,Stepping stones 2.png,https://www.deakin.edu.au/__data/assets/image/0004/2739424/Stepping-stones-2.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Stepping-stones-2.png
,,Stepping stones.png,https://www.deakin.edu.au/__data/assets/image/0005/2739425/Stepping-stones.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Stepping-stones.png
,,students.png,https://www.deakin.edu.au/__data/assets/image/0006/2739426/students.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/students.png
,,Tailored.png,https://www.deakin.edu.au/__data/assets/image/0007/2739427/Tailored.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Tailored.png
,,Taking notes.png,https://www.deakin.edu.au/__data/assets/image/0008/2739428/Taking-notes.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Taking-notes.png
,,Team goals.png,https://www.deakin.edu.au/__data/assets/image/0009/2739429/Team-goals.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Team-goals.png
,,Team working together.png,https://www.deakin.edu.au/__data/assets/image/0010/2739430/Team-working-together.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Team-working-together.png
,,team-building-green.png,https://www.deakin.edu.au/__data/assets/image/0011/2739431/team-building-green.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/team-building-green.png
,,team-pic-green.png,https://www.deakin.edu.au/__data/assets/image/0003/2739432/team-pic-green.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/team-pic-green.png
,,Time lines.png,https://www.deakin.edu.au/__data/assets/image/0004/2739433/Time-lines.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Time-lines.png
,,Time.png,https://www.deakin.edu.au/__data/assets/image/0005/2739434/Time.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Time.png
,,uni students.png,https://www.deakin.edu.au/__data/assets/image/0006/2739435/uni-students.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/uni-students.png
,,University.png,https://www.deakin.edu.au/__data/assets/image/0007/2739436/University.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/University.png
,,vacant role.png,https://www.deakin.edu.au/__data/assets/image/0008/2739437/vacant-role.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/vacant-role.png
,,Video Interview.png,https://www.deakin.edu.au/__data/assets/image/0009/2739438/Video-Interview.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Video-Interview.png
,,Volunteers.png,https://www.deakin.edu.au/__data/assets/image/0010/2739439/Volunteers.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Volunteers.png
,,Web search.png,https://www.deakin.edu.au/__data/assets/image/0011/2739440/Web-search.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Web-search.png
,,Work in progress.png,https://www.deakin.edu.au/__data/assets/image/0005/2739443/Work-in-progress.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Work-in-progress.png
,,working for self.png,https://www.deakin.edu.au/__data/assets/image/0006/2739444/working-for-self.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/working-for-self.png
,,Anzuk.png,https://www.deakin.edu.au/__data/assets/image/0010/2769742/Anzuk.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Anzuk.png
,,High-school.png,https://www.deakin.edu.au/__data/assets/image/0011/2785844/High-school.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/High-school.png
,,Teacher-and-primary-students.png,https://www.deakin.edu.au/__data/assets/image/0012/2785845/Teacher-and-primary-students.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Teacher-and-primary-students.png
,,Education.png,https://www.deakin.edu.au/__data/assets/image/0004/2785846/Education.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Education.png
,,classroom.png,https://www.deakin.edu.au/__data/assets/image/0005/2785847/classroom.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/classroom.png
,,Teacher.png,https://www.deakin.edu.au/__data/assets/image/0006/2785848/Teacher.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Teacher.png
,,Teacher-and-student.png,https://www.deakin.edu.au/__data/assets/image/0007/2785849/Teacher-and-student.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Teacher-and-student.png
,,school.png,https://www.deakin.edu.au/__data/assets/image/0011/2785853/school.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/school.png
,,math.png,https://www.deakin.edu.au/__data/assets/image/0012/2785854/math.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/math.png
,,teacher2.png,https://www.deakin.edu.au/__data/assets/image/0004/2785855/teacher2.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/teacher2.png
,,Law-firm-2.png,https://www.deakin.edu.au/__data/assets/image/0010/2787517/Law-firm-2.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Law-firm-2.png
,,Court-2.png,https://www.deakin.edu.au/__data/assets/image/0011/2787518/Court-2.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Court-2.png
,,Education-2.png,https://www.deakin.edu.au/__data/assets/image/0010/2789785/Education-2.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Education-2.png
,,City.png,https://www.deakin.edu.au/__data/assets/image/0009/2792061/City.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/City.png
,,blackboard.png,https://www.deakin.edu.au/__data/assets/image/0005/2792066/blackboard.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/blackboard.png
,,Gap-Analysis.png,https://www.deakin.edu.au/__data/assets/image/0008/2793077/Gap-Analysis.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Gap-Analysis.png
,,Online-test-pana.png,https://www.deakin.edu.au/__data/assets/image/0009/2793078/Online-test-pana.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Online-test-pana.png
,,Interests.png,https://www.deakin.edu.au/__data/assets/image/0010/2793079/Interests.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Interests.png
,,Accomplishment-Statements-Formula.png,https://www.deakin.edu.au/__data/assets/image/0011/2793080/Accomplishment-Statements-Formula.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Accomplishment-Statements-Formula.png
,,Computer-login-pana.png,https://www.deakin.edu.au/__data/assets/image/0003/2793081/Computer-login-pana.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Computer-login-pana.png
,,Values.png,https://www.deakin.edu.au/__data/assets/image/0004/2793082/Values.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Values.png
,,Skills2.png,https://www.deakin.edu.au/__data/assets/image/0006/2793084/Skills2.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Skills2.png
,,Jobs-1.png,https://www.deakin.edu.au/__data/assets/image/0004/2898517/Jobs-1.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Jobs-1.png
,,DT-Website.png,https://www.deakin.edu.au/__data/assets/image/0005/2898518/DT-Website.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/DT-Website.png
,,Career-Coaching.png,https://www.deakin.edu.au/__data/assets/image/0006/2898519/Career-Coaching.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Career-Coaching.png
,,Events-1.png,https://www.deakin.edu.au/__data/assets/image/0007/2898520/Events-1.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Events-1.png
,,Resume-Reviews-1.png,https://www.deakin.edu.au/__data/assets/image/0008/2898521/Resume-Reviews-1.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Resume-Reviews-1.png
,,Internships-1.png,https://www.deakin.edu.au/__data/assets/image/0009/2898522/Internships-1.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/Internships-1.png
,,play-video.png,https://www.deakin.edu.au/__data/assets/image/0011/2923742/play-video.png,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/graphic-assets/play-video.png
,Misc,,,
,,AI-Prompts-Explore-Potential-Employers,https://www.deakin.edu.au/__data/assets/pdf_file/0003/2787240/AI-Prompts-Explore-Potential-Employers.pdf,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/miscellaneous/ai-prompts/AI-Prompts-Explore-Potential-Employers.pdf
,,AI-Prompts-Job-Search,https://www.deakin.edu.au/__data/assets/pdf_file/0004/2787241/AI-Prompts-Job-Search.pdf,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/miscellaneous/ai-prompts/AI-Prompts-Job-Search.pdf
,,AI-Prompts-Stepping-stone-roles,https://www.deakin.edu.au/__data/assets/pdf_file/0005/2787242/AI-Prompts-Stepping-stone-roles.pdf,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/miscellaneous/ai-prompts/AI-Prompts-Stepping-stone-roles.pdf
,,AI-Prompts-Explore-Your-Career-Options,https://www.deakin.edu.au/__data/assets/pdf_file/0009/2787246/AI-Prompts-Explore-Your-Career-Options.pdf,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/miscellaneous/ai-prompts/AI-Prompts-Explore-Your-Career-Options.pdf
,,AI-Prompts-Interviews,https://www.deakin.edu.au/__data/assets/pdf_file/0008/2789315/AI-Prompts-Interviews.pdf,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/miscellaneous/ai-prompts/AI-Prompts-Interviews.pdf
,,AI-Prompts-Cover-Letter,https://www.deakin.edu.au/__data/assets/pdf_file/0009/2789316/AI-Prompts-Cover-Letter.pdf,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/miscellaneous/ai-prompts/AI-Prompts-Cover-Letter.pdf
,,AI-Prompts-Resume,https://www.deakin.edu.au/__data/assets/pdf_file/0010/2789317/AI-Prompts-Resume.pdf,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/miscellaneous/ai-prompts/AI-Prompts-Resume.pdf
,,AI-Prompts-KSC,https://www.deakin.edu.au/__data/assets/pdf_file/0011/2789318/AI-Prompts-KSC.pdf,https://www.deakin.edu.au/students/careers-and-graduation/careers-and-employability/deakinTALENT/mydeakinTALENT/miscellaneous/ai-prompts/AI-Prompts-KSC.pdf
